locationId,name,continent,movie,tvSeries,comic,game,oneShot,affiliation,continent
164,Bart's Apartment,"New York City, New York",,"['Jessica Jones (AKA Customer Service is Standing By)', 'Jessica Jones (AKA I Wish)']",,,,,North America
165,Baskin-Robbins,"New York City, New YorkSan Francisco, California","['Captain America: The First Avenger', 'Ant-Man']",,,,,,North America
166,Basra,Iraq,,"['Agents of S.H.I.E.L.D. (Heavy is the Head)', 'Agents of S.H.I.E.L.D. (The Punisher)', 'Agents of S.H.I.E.L.D. (Two Dead Men)']",,,,,Asia
167,Bastogne,Belgium,,"['Agents of S.H.I.E.L.D. (Alien Commies from the Future!)', 'Agents of S.H.I.E.L.D. (Out of the Past)', 'Agents of S.H.I.E.L.D. (Agent Carter)', 'Agents of S.H.I.E.L.D. (Smoke & Mirrors)']",,,,,Europe
168,Batesville,"Utah, United States of America",,['Agents of S.H.I.E.L.D. (Repairs)'],,,,,North America
169,Batiment B3,France,['Iron Man 2'],,['Iron Man 2 Adaptation'],,,,Europe
170,Baton Rouge,"Louisiana, United States of America",,"['Agents of S.H.I.E.L.D. (Principia)', 'Agents of S.H.I.E.L.D. (Cloak & Dagger)', 'Agents of S.H.I.E.L.D. (Vikingtown Sound)']",,,,,North America
171,Battle of New York Memorial,"New York City, New York",,['Hawkeye (Ronin)'],,,,,North America
172,Bavarian Alps,Germany,,,['Captain America: First Vengeance'],,,,Europe
173,Bay Ridge Rail Yard,"Brooklyn, New York City, New York",,['Daredevil (Semper Fidelis)'],,,,,North America
174,Bayard Community Center,"Chinatown, New York City, New York",,Iron Fist,,,,,North America
175,Bayou Brothers Truck Stop,New Orleans,,['Cloak & Dagger (Shadow Selves)'],,,,,North America
176,Beaconsfield,"England, United Kingdom",,['Iron Fist (Felling Tree with Roots)'],,,,,Europe
177,Beaumaire High School,"New Orleans, Louisiana",,['Cloak & Dagger (Call/Response)'],,,,,North America
178,Bedford,"New York, United States of America",['Iron Man 2'],,,,,,North America
179,Beijing,China,"['Spider-Man: Homecoming', '[1]']","['Agents of S.H.I.E.L.D. (The Man Behind the Shield)', 'Agents of S.H.I.E.L.D. (Loki)', 'Agents of S.H.I.E.L.D. (The Variant)']",['Eternals: The 500 Year War'],,,,Asia
180,Beirut,Lebanon,,['Jessica Jones (AKA Sole Survivor)'],,,,,Asia
181,Belarus,Earth,"['Avengers: Age of Ultron', 'Black Widow']","['Agents of S.H.I.E.L.D. (Agent Carter)', 'Agents of S.H.I.E.L.D. (The Falcon and The Winter Soldier)']",['Black Widow Prelude'],,,,Europe
182,Belfast,"Northern Ireland, United Kingdom",['Captain Marvel'],['Iron Fist (Felling Tree with Roots)'],,,,,Europe
183,Belgium,Earth,"['Iron Man 2', 'Captain America: The First Avenger']","['Agents of S.H.I.E.L.D. (Agent Carter)', 'Agents of S.H.I.E.L.D. (Iron Fist)', 'Agents of S.H.I.E.L.D. (Ms. Marvel)']","['Captain America: The First Avenger Adaptation', 'Avengers: Infinity War Prelude']",,,,Europe
184,Belgrade,SerbiaYugoslavia (formerly),"['Captain America: The First Avenger', 'Captain Marvel']",['Agents of S.H.I.E.L.D. (Melinda)'],,,,,Europe
185,Belize,Earth,,['Iron Fist (Felling Tree with Roots)'],['The Avengers: Iron Man Mark VII'],,,,North America
186,Bella Coola,"British Columbia, Canada",['The Incredible Hulk'],,['Thor: Ragnarok Prelude'],,,,North America
187,Belmont,"Washington, United States of America",,['Iron Fist (Felling Tree with Roots)'],,,,,North America
188,Ben Urich's Apartment,"New York City, New York",,"['Daredevil (The Ones We Leave Behind)', 'Daredevil (Daredevil)']",,,,,North America
189,Benghazi,Earth,,['Agents of S.H.I.E.L.D. (The Man Behind the Shield)'],,,,,Africa
190,Benin,Earth,['Black Panther'],,['Captain America: Civil War Prelude Infinite Comic'],,,,Africa
191,Benjamin Poindexter's Apartment,"2312 King Street, New York City, New York",,Daredevil,,,,,North America
192,Berhert,,['Guardians of the Galaxy Vol. 2'],,,,,,
193,Berkeley,"California, United States of America",['Ant-Man and the Wasp'],,,,,,North America
194,Berlin,Germany,"['Captain America: The First Avenger', 'Captain America: The Winter Soldier', 'Ant-Man', 'Captain America: Civil War', 'Spider-Man: Homecoming', 'Spider-Man: Far From Home']","['Agents of S.H.I.E.L.D. (Daredevil)', 'Agents of S.H.I.E.L.D. (The Falcon and The Winter Soldier)', 'Agents of S.H.I.E.L.D. (What If...?)']","['Captain America: First Vengeance', 'Ant-Man Prelude', 'Spider-Man: Homecoming Prelude']",['Captain America: Super Soldier (mentioned)'],,,Europe
195,Berlin Correctional Facility,"Berlin, Germany",,"['The Falcon and The Winter Soldier (The Star-Spangled Man)', 'The Falcon and The Winter Soldier (Power Broker)']",,,,,Europe
196,Bermuda,Earth,,"['Agents of S.H.I.E.L.D. (...Ye Who Enter Here)', 'Agents of S.H.I.E.L.D. (Identity and Change)', 'Agents of S.H.I.E.L.D. (Framework)', 'Agents of S.H.I.E.L.D. (Runaways)', 'Agents of S.H.I.E.L.D. (Double Zeros)', 'Agents of S.H.I.E.L.D. (WandaVision)', 'Agents of S.H.I.E.L.D. (Now in Color)']",,,,,North America
197,Bermuda Triangle,North Atlantic Ocean,,['Agents of S.H.I.E.L.D. (...Ye Who Enter Here)'],,,,,
198,Bern,Switzerland,"['Iron Man', 'Captain America: The First Avenger', 'Iron Man 3']",,['Captain America: Civil War Prelude'],,,,Europe
199,Bess Mahoney's Apartment,"New York City, New York",,['Daredevil (One Last Shot)'],,,,,North America
200,Beth Quinn's Apartment,Michigan,,['The Punisher (Roadhouse Blues)'],,,,,North America
201,Bethesda,"Maryland, United States of America",['Captain America: The Winter Soldier'],"['Agents of S.H.I.E.L.D. (The Magical Place)', 'Agents of S.H.I.E.L.D. (T.A.H.I.T.I.)', 'Agents of S.H.I.E.L.D. (What If...)', 'Agents of S.H.I.E.L.D. (Framework)']",['Captain America: Civil War Prelude'],,,,North America
202,Bethlehem,Palestine,,['Runaways (Reunion)'],,,,,Asia
203,Beverly Hills,"Los Angeles County, California",,['Agents of S.H.I.E.L.D. (Pilot)'],,,,,North America
204,Bhusawal,India,,['Iron Fist (Felling Tree with Roots)'],,,,,Asia
205,Bhutan,Earth,['Black Panther'],,,,,,Asia
206,Biała Podlaska,Poland,,['Iron Fist (Felling Tree with Roots)'],,,,,Europe
207,Big Ern's Ammo Emporium,United States of America,,['Agents of S.H.I.E.L.D. (The Totally Excellent Adventures of Mack and the D)'],,,,,North America
208,Bihar,"India, Asia",,['Daredevil (One Last Shot)'],,,,,Asia
209,Bilbao,Spain,,['Daredevil (One Last Shot)'],,,,,Europe
210,Birch Psychiatric Hospital,"New York City, New York",,['Jessica Jones (Iron Fist)'],,,,,North America
211,Birmingham,England,,,['Captain America: First Vengeance'],,,,Europe
212,Birthing Chamber,Sovereign,"['Guardians of the Galaxy Vol. 2', 'Guardians of the Galaxy Vol. 3']",,,,,,
213,Bishop Family Cemetery,"New York City, New York",,['Hawkeye (Never Meet Your Heroes)'],,,,,North America
214,Bishop Residence,"New York City, New York",,Hawkeye,,,,,North America
215,Bishop Security Headquarters,"New York City, New York",,['Hawkeye (Hide and Seek)'],,,,['Bishop Security'],North America
216,Black Box,"Los Angeles, California",,"['Runaways (Big Shot)', 'Runaways (Hostile Takeover)']",,,,['Los Angeles Police Department'],North America
217,Black Hills,"South Dakota, United States of America",,['What If...? (What If... Thor Were an Only Child?)'],,,,,North America
218,Black Raven Tavern,"New Asgard, Norway",['Thor: Love and Thunder'],,,,,,Europe
219,Bletchley Park,"Milton Keynes, England",,"['Agent Carter (The Iron Ceiling)', 'Agent Carter (Smoke & Mirrors)']",,,,,Europe
220,Blood Hotel,"Portland, Oregon",,Helstrom,,,,['Blood'],North America
221,Bloom Estate Winery,United States of America,,['Agents of S.H.I.E.L.D. (Aftershocks)'],,,,['HYDRA'],North America
222,Blue Raven Ridge,United States of America,,"['Agents of S.H.I.E.L.D. (Rewind)', 'Agents of S.H.I.E.L.D. (Fun & Games)', 'Agents of S.H.I.E.L.D. (Inescapable)']",,,,['United States Air Force'],North America
223,Bob's Market,"Cincinnati, Ohio",,['Agents of S.H.I.E.L.D. (Window of Opportunity)'],,,,,North America
224,Bogotá,Colombia,['Captain America: The Winter Soldier'],Agents of S.H.I.E.L.D.,,,,,South America
225,Bolivia,Earth,,['Agents of S.H.I.E.L.D. (The Man Behind the Shield)'],,,,,South America
226,Bombay Spice,"Jersey City, New Jersey",,['Ms. Marvel (Crushed)'],,,,,North America
227,Boot of Jemiah,"Exitar, Knowhere",['Guardians of the Galaxy'],,['Guardians of the Galaxy Vol. 2 Prelude'],,,,
228,Bora Bora,French Polynesia,,"['Agents of S.H.I.E.L.D. (End of the Beginning)', 'Agents of S.H.I.E.L.D. (Parting Shot)']",,,,,Oceania
229,Border Village,Wakanda,['Black Panther'],,,,,,Africa
230,Bosnia and Herzegovina,Earth,,['What If...? (What If... Thor Were an Only Child?)'],,,,,Europe
231,Boston,"Massachusetts, United States of America","['Iron Man 2', 'Captain America: The First Avenger', 'Spider-Man: No Way Home']","['Agents of S.H.I.E.L.D. (Jessica Jones)', 'Agents of S.H.I.E.L.D. (Luke Cage)', 'Agents of S.H.I.E.L.D. (Runaways)']",,,,,North America
232,Bowen Residence,"New Orleans, Louisiana",,Cloak & Dagger,,,,,North America
233,Bowery Savings Bank,"New York City, New York",,['Agent Carter (The Lady in the Lake)'],,,,,North America
234,Bozeman,"Montana, United States of America",,['Iron Fist (Felling Tree with Roots)'],,,,,North America
235,Bradley Residence,"Baltimore, Maryland",,"['The Falcon and The Winter Soldier (The Star-Spangled Man)', 'The Falcon and The Winter Soldier (Truth)', 'The Falcon and The Winter Soldier (One World, One People)']",,,,,North America
236,Brass Monkey Saloon,Madripoor,,['The Falcon and The Winter Soldier (Power Broker)'],,,,['Selby'],Asia
237,Brasserie,"New York City, New York",,['Daredevil (In the Blood)'],,,,,North America
238,Bratislava,Slovakia,,['The Falcon and The Winter Soldier (The Star-Spangled Man)'],,,,,Europe
239,Brazil,Earth,"['The Incredible Hulk', 'Captain America: The First Avenger', 'The Avengers', 'Eternals']","['Agents of S.H.I.E.L.D. (Agent Carter)', 'Agents of S.H.I.E.L.D. (Iron Fist)', 'Agents of S.H.I.E.L.D. (The Falcon and The Winter Soldier)', 'Agents of S.H.I.E.L.D. (Hawkeye)']","['The Incredible Hulk: The Big Picture', ""The Avengers Prelude: Fury's Big Week"", 'Thor: Ragnarok Prelude', 'Black Panther Prelude']",,,,South America
240,Bremen,Germany,,"['Agents of S.H.I.E.L.D. (Know Your Onions)', 'Agents of S.H.I.E.L.D. (Iron Fist)', 'Agents of S.H.I.E.L.D. (Felling Tree with Roots)']",,,,,Europe
241,Brigid O'Reilly's Apartment,"New Orleans, Louisiana",,Cloak & Dagger,,,,,North America
242,Brisbane,Australia,,['Agents of S.H.I.E.L.D. (Failed Experiments)'],,,,,Oceania
243,Bristol,"England, United Kingdom",['Captain America: The First Avenger'],['The Falcon and The Winter Soldier (New World Order)'],,,,,Europe
244,British Columbia,Canada,['The Incredible Hulk'],['Agents of S.H.I.E.L.D. (...Ye Who Enter Here)'],['Thor: Ragnarok Prelude'],,,,North America
245,British Museum,"London, England",,,['Doctor Strange Prelude'],,,,Europe
246,Broek op Langedijk,Netherlands,['Spider-Man: Far From Home'],,,,,,Europe
247,Broker's Shop,Xandar,['Guardians of the Galaxy'],,['Guardians of the Galaxy Vol. 2 Prelude'],,,['Broker'],
248,Bronx V.A. Medical Center,"Bronx, New York City, New York",,,['Thor: The Dark World Prelude'],,,,North America
249,Brookemont Elementary School,"San Francisco, California",['Ant-Man and the Wasp'],,,,,,North America
250,Brooklyn Bridge,"New York City, New York",['Doctor Strange in the Multiverse of Madness'],['Agent Carter (Valediction)'],,,,,North America
251,Brooklyn Karate Academy,"New York City, New York",,['Hawkeye (Echoes)'],,,,,North America
252,Brown University,"Providence, Rhode Island",['Iron Man'],"['Agent Carter (Better Angels)', 'Agent Carter (Agents of S.H.I.E.L.D.)', 'Agent Carter (Chaos Theory)']",,,,,North America
253,Broxton,"Oklahoma, United States of America",,"['Agent Carter (Better Angels)', 'Agent Carter (Smoke & Mirrors)']",,,,,North America
254,Bruce Banner's Apartment Building,"Rocinha, Rio de Janeiro, Brazil",['The Incredible Hulk'],,['Thor: Ragnarok Prelude'],,,,South America
255,Bruce Banner's Hideout,"Bella Coola, British Columbia, Canada",['The Incredible Hulk'],,['Thor: Ragnarok Prelude'],,,,North America
256,Bruges,Belgium,,['Agents of S.H.I.E.L.D. (A Fractured House)'],,,,,Europe
257,Bruno Carrelli's Apartment,"Jersey City, New Jersey",,Ms. Marvel,,,,,North America
258,Brynmore Psychiatric Facility,"Muskingum County, Ohio, United States of America",,['Agents of S.H.I.E.L.D. (One of Us)'],,,,['S.H.I.E.L.D.'],North America
259,Buccaneer Bay,Madripoor,,['The Falcon and The Winter Soldier (Power Broker)'],,,,,Asia
260,Bucharest,Romania,"['Captain America: Civil War', 'Captain Marvel']","['Agents of S.H.I.E.L.D. (The Singularity)', 'Agents of S.H.I.E.L.D. (The Falcon and The Winter Soldier)', 'Agents of S.H.I.E.L.D. (Truth)']","['Captain America: Civil War Prelude Infinite Comic', 'Spider-Man: Homecoming Prelude']",,,,Europe
261,Buck's,United States of America,,"['Agents of S.H.I.E.L.D. (Emancipation)', 'Agents of S.H.I.E.L.D. (Broken Promises)']",,,,,North America
262,Bucky Barnes' Apartment,"Bucharest, Romania",['Captain America: Civil War'],,"['Captain America: Civil War Prelude Infinite Comic', 'Spider-Man: Homecoming Prelude']",,,,Europe
263,Bud Schultz's House,"Broxton, Oklahoma",,['Agent Carter (Smoke & Mirrors)'],,,,,North America
264,Budapest,Hungary,"['Captain America: The First Avenger', 'The Avengers', 'Captain America: The Winter Soldier', 'Spider-Man: Homecoming', '[1]', 'Captain Marvel', 'Avengers: Endgame', 'Black Widow']","['Agents of S.H.I.E.L.D. (Shadows)', 'Agents of S.H.I.E.L.D. (Agent Carter)', 'Agents of S.H.I.E.L.D. (Time and Tide)', 'Agents of S.H.I.E.L.D. (The Falcon and The Winter Soldier)', 'Agents of S.H.I.E.L.D. (Truth)']","['Nick Fury: Spies Like Us', 'The Avengers Adaptation', 'Black Widow Prelude']",['Iron Man 2(PSP and Wii versions only)'],,,Europe
265,Buenos Aires,Argentina,,"['Agents of S.H.I.E.L.D. (Uprising)', 'Agents of S.H.I.E.L.D. (Daredevil)', 'Agents of S.H.I.E.L.D. (The Man in the Box)']",,,,,South America
266,Buffalo,"New York, United States of America",['Captain America: The First Avenger'],['Agents of S.H.I.E.L.D. (The Man Behind the Shield)'],['Captain America: The First Avenger Adaptation'],,,,North America
267,Buguma,Nigeria,,['Iron Fist (Felling Tree with Roots)'],,,,,Africa
268,Buildwell Wood Shop,"New Orleans, Louisiana",,"['Cloak & Dagger (Princeton Offense)', 'Cloak & Dagger (Funhouse Mirrors)']",,,,,North America
269,Bujumbura,Burundi,,['Agents of S.H.I.E.L.D. (The Man Behind the Shield)'],,,,,Africa
270,Bulgaria,Earth,['Captain America: The First Avenger'],,"['The Avengers Prelude: Black Widow Strikes', 'Avengers: Infinity War Prelude']",,,,Europe
271,Burgos (city),Spain,,['Agents of S.H.I.E.L.D. (Among Us Hide...)'],,,,,Europe
272,Burkina Faso,Earth,,,['Captain America: Civil War Prelude Infinite Comic'],,,,Africa
273,Burkov Mining Facility,"Krasnoyarsk Krai, Russia",,['Agents of S.H.I.E.L.D. (The Man Behind the Shield)'],,,,,Europe
274,Burma,Earth,,['Agents of S.H.I.E.L.D. (Eye-Spy)'],,,,,Asia
275,Burren Club,"New York City, New York",,"['Daredevil (Bang)', 'Daredevil (Dogs to a Gunfight)', 'Daredevil (Semper Fidelis)']",,,,['Kitchen Irish'],North America
276,Burundi,Earth,,"['Agents of S.H.I.E.L.D. (The Man Behind the Shield)', 'Agents of S.H.I.E.L.D. (Jessica Jones)', 'Agents of S.H.I.E.L.D. (AKA Camera Friendly)']",,,,,Africa
277,Busan,South Korea,['Black Panther'],,,,,,Asia
278,Bywater Station House,"New Orleans, Louisiana",,['Cloak & Dagger (Rabbit Hold)'],,,,['New Orleans Police Department'],North America
279,Børgheim,"Norway, Europe",,['What If...? (What If... Captain Carter Were The First Avenger?)'],,,,,Europe
280,Cabo San Lucas,"Baja California, Mexico",,"['Jessica Jones (AKA Sole Survivor)', 'Jessica Jones (Helstrom)', ""Jessica Jones (Mother's Little Helpers)""]",,,,,North America
281,Cadre Headquarters,"Brooklyn, New York City, New York",,,['Captain America: Homecoming'],,,['Cadre'],North America
282,Caesars Palace,"Las Vegas, Nevada",['Iron Man'],['Agents of S.H.I.E.L.D. (Yes Men)'],['Iron Man: I Am Iron Man!'],,,,North America
283,Cairo,Egypt,['Captain America: The Winter Soldier'],"['Agents of S.H.I.E.L.D. (Helstrom)', 'Agents of S.H.I.E.L.D. (Moon Knight)']",['Iron Man 2: Public Identity'],,,,Africa
284,Cairo West Air Base,"Cairo, Egypt",,,['Iron Man 2: Public Identity'],,,['United States Army'],Africa
285,Calco,Italy,,['Iron Fist (Felling Tree with Roots)'],,,,,Europe
286,Calderwood Auction House,"New York City, New York",,"[""Luke Cage (Can't Front on Me)""]",,,,,North America
287,Caldes de Montbui,Spain,,['Agents of S.H.I.E.L.D. (BOOM)'],,,,,Europe
288,Caldwell,"Essex County, New Jersey",,Jessica Jones,,,,,North America
289,Calgary,Canada,"['Spider-Man: Homecoming', '[1]']",['Agents of S.H.I.E.L.D. (BOOM)'],,,,,North America
290,California,United States of America,"['Iron Man', 'Iron Man 2', 'Iron Man 3', 'Captain America: The Winter Soldier', 'Avengers: Age of Ultron', 'Ant-Man', 'Black Panther', 'Ant-Man and the Wasp', 'Captain Marvel', 'Avengers: Endgame', 'Spider-Man: Far From Home', 'Shang-Chi and the Legend of the Ten Rings', 'Spider-Man: No Way Home', 'Ant-Man and the Wasp: Quantumania']","['Agents of S.H.I.E.L.D. (Agent Carter)', 'Agents of S.H.I.E.L.D. (Iron Fist)', 'Agents of S.H.I.E.L.D. (Inhumans)', 'Agents of S.H.I.E.L.D. (Runaways)', 'Agents of S.H.I.E.L.D. (Helstrom)', 'Agents of S.H.I.E.L.D. (WandaVision)', 'Agents of S.H.I.E.L.D. (Loki)', 'Agents of S.H.I.E.L.D. (What If...?)', 'Agents of S.H.I.E.L.D. (Ms. Marvel)', 'Agents of S.H.I.E.L.D. (She-Hulk: Attorney at Law)']","['Iron Man: Fast Friends', 'Iron Man: Security Measures', 'Iron Man: I Am Iron Man!', 'Iron Man 2: Security Breach', 'Iron Man: Will Online Evils Prevail?', 'Iron Man 2: Nick Fury: Director of S.H.I.E.L.D.', 'Iron Man 2: Public Identity', 'Iron Man 2: Phil Coulson: Agent of S.H.I.E.L.D.', 'Iron Man 2: Black Widow: Agent of S.H.I.E.L.D.', 'Iron Man 2: Fist of Iron', 'Captain America: First Vengeance', ""The Avengers Prelude: Fury's Big Week"", 'The Avengers: Iron Man Mark VII', 'Iron Man 2 Adaptation', 'Iron Man 3 Prelude', 'Iron Man: The Coming of the Melter', 'Thor: The Dark World Prelude', 'Ant-Man - Scott Lang: Small Time', 'Avengers: Operation HYDRA', 'Ant-Man: Larger Than Life', 'Captain America: Civil War Prelude', 'Black Panther Prelude', 'Avengers: Infinity War Prelude', 'Ant-Man and the Wasp Prelude', 'Black Widow Prelude']",['Iron Man 2Iron Man 3 - The Official GameAvengers: Damage Control'],['Team Darryl'],,North America
291,California Centipede Base,"Los Angeles, California",,['Agents of S.H.I.E.L.D. (Pilot)'],,,,"['HYDRA', 'Centipede Project']",North America
